".Marshall County, Illinois","11,678"
".Mason County, Illinois","12,748"
".Massac County, Illinois","13,896"
".Menard County, Illinois","12,121"
".Mercer County, Illinois","15,504"
".Monroe County, Illinois","35,033"
".Montgomery County, Illinois","28,020"
".Morgan County, Illinois","32,209"
".Moultrie County, Illinois","14,323"
".Ogle County, Illinois","51,351"
".Peoria County, Illinois","178,383"
".Perry County, Illinois","20,588"
".Piatt County, Illinois","16,723"
".Pike County, Illinois","14,484"
".Pope County, Illinois","3,770"
".Pulaski County, Illinois","4,991"
".Putnam County, Illinois","5,572"
".Randolph County, Illinois","30,068"
".Richland County, Illinois","15,435"
".Rock Island County, Illinois","141,527"
".St. Clair County, Illinois","252,671"
".Saline County, Illinois","23,087"
".Sangamon County, Illinois","194,534"
".Schuyler County, Illinois","6,746"
".Scott County, Illinois","4,790"
".Shelby County, Illinois","20,761"
".Stark County, Illinois","5,345"
".Stephenson County, Illinois","43,627"
".Tazewell County, Illinois","129,911"
".Union County, Illinois","16,767"
".Vermilion County, Illinois","72,337"
".Wabash County, Illinois","11,087"
".Warren County, Illinois","16,354"
".Washington County, Illinois","13,643"
".Wayne County, Illinois","15,872"
".White County, Illinois","13,614"
".Whiteside County, Illinois","54,658"
".Will County, Illinois","696,757"
".Williamson County, Illinois","66,695"
".Winnebago County, Illinois","282,188"
".Woodford County, Illinois","38,128"
".Adams County, Indiana","36,068"
".Allen County, Indiana","391,449"
".Bartholomew County, Indiana","83,540"
".Benton County, Indiana","8,719"
".Blackford County, Indiana","11,919"
".Boone County, Indiana","74,164"
".Brown County, Indiana","15,570"
".Carroll County, Indiana","20,555"
".Cass County, Indiana","37,540"
".Clark County, Indiana","124,237"
".Clay County, Indiana","26,379"
".Clinton County, Indiana","32,843"
".Crawford County, Indiana","10,536"
".Daviess County, Indiana","33,418"
".Dearborn County, Indiana","51,138"
".Decatur County, Indiana","26,416"
".DeKalb County, Indiana","43,731"
".Delaware County, Indiana","112,031"
".Dubois County, Indiana","43,632"
".Elkhart County, Indiana","206,890"
".Fayette County, Indiana","23,349"
".Floyd County, Indiana","80,714"
".Fountain County, Indiana","16,574"
".Franklin County, Indiana","23,028"
".Fulton County, Indiana","20,327"
".Gibson County, Indiana","32,993"
".Grant County, Indiana","66,022"
".Greene County, Indiana","31,006"
".Hamilton County, Indiana","364,921"
".Hancock County, Indiana","83,070"
".Harrison County, Indiana","39,851"
".Hendricks County, Indiana","182,534"
".Henry County, Indiana","48,915"
".Howard County, Indiana","83,574"
".Huntington County, Indiana","36,834"
".Jackson County, Indiana","46,300"
".Jasper County, Indiana","33,281"
".Jay County, Indiana","20,198"
".Jefferson County, Indiana","32,946"
".Jennings County, Indiana","27,536"
".Johnson County, Indiana","165,782"
".Knox County, Indiana","35,789"
".Kosciusko County, Indiana","80,826"
".LaGrange County, Indiana","40,866"
".Lake County, Indiana","499,689"
".LaPorte County, Indiana","111,675"
".Lawrence County, Indiana","45,222"
".Madison County, Indiana","131,744"
".Marion County, Indiana","969,466"
".Marshall County, Indiana","46,332"
".Martin County, Indiana","9,803"
".Miami County, Indiana","35,674"
".Monroe County, Indiana","139,745"
".Montgomery County, Indiana","38,273"
".Morgan County, Indiana","72,236"
".Newton County, Indiana","13,823"
".Noble County, Indiana","47,367"
".Ohio County, Indiana","6,114"
".Orange County, Indiana","19,623"
".Owen County, Indiana","21,482"
".Parke County, Indiana","16,369"
".Perry County, Indiana","19,183"
".Pike County, Indiana","12,168"
".Porter County, Indiana","174,791"
".Posey County, Indiana","25,063"
".Pulaski County, Indiana","12,485"
".Putnam County, Indiana","37,301"
".Randolph County, Indiana","24,437"
".Ripley County, Indiana","29,087"
".Rush County, Indiana","16,673"
".St. Joseph County, Indiana","272,234"
".Scott County, Indiana","24,588"
".Shelby County, Indiana","44,991"
".Spencer County, Indiana","19,967"
".Starke County, Indiana","23,258"
".Steuben County, Indiana","34,725"
".Sullivan County, Indiana","20,670"
".Switzerland County, Indiana","10,006"
".Tippecanoe County, Indiana","188,717"
".Tipton County, Indiana","15,361"
".Union County, Indiana","6,952"
".Vanderburgh County, Indiana","179,744"
".Vermillion County, Indiana","15,451"
".Vigo County, Indiana","106,006"
".Wabash County, Indiana","30,828"
".Warren County, Indiana","8,461"
".Warrick County, Indiana","65,185"
".Washington County, Indiana","28,224"
".Wayne County, Indiana","66,273"
".Wells County, Indiana","28,335"
".White County, Indiana","24,598"
".Whitley County, Indiana","34,627"
".Adair County, Iowa","7,494"
".Adams County, Iowa","3,611"
